left,513,474,552
left,519,468,536
left,517,472,540
left,518,480,542
left,525,486,548
left,536,490,554
left,551,494,554
left,562,498,554
left,571,502,550
left,578,506,544
left,582,506,540
left,581,504,536
left,578,502,534
left,573,502,536
left,569,500,540
left,566,502,540
left,562,500,540
left,559,498,536
left,555,500,534
left,554,502,534
left,554,502,536
left,556,504,536
left,559,504,534
left,560,504,532
left,561,506,530
left,562,506,532
left,564,508,534
left,567,508,534
left,568,506,530
left,573,502,512
left,572,514,558
left,564,514,542
left,564,508,528
left,561,502,528
left,551,498,526
left,544,498,528
left,542,500,528
left,543,498,524
left,545,498,522
left,547,498,524
left,552,498,528
left,561,498,530
left,568,496,530
left,573,496,530
left,574,498,534
left,575,500,536
left,574,500,538
left,573,498,542
left,567,496,544
left,557,490,546
left,540,484,552
left,523,478,562
left,513,474,572
left,509,472,578
left,511,468,580
left,513,470,578
left,519,472,566
left,523,474,556
left,524,474,550
left,523,472,554
left,522,470,564
left,520,470,576
left,517,468,586
left,512,462,592
left,505,454,596
left,491,448,602
left,475,444,606
left,464,442,612
left,455,438,616
left,448,436,616
left,443,434,620
left,440,432,622
left,440,432,624
left,442,436,626
left,447,440,626
left,455,448,620
left,461,452,614
left,462,456,608
left,460,458,610
left,457,458,616
left,457,460,624
left,459,462,630
left,463,464,634
left,467,464,636
left,469,466,638
left,472,468,638
left,475,472,638
left,477,474,638
left,477,474,636
left,475,476,636
left,473,478,636
left,470,478,636
left,470,482,638
left,474,486,640
left,478,490,642
left,484,496,644
left,488,500,648
left,489,502,650
left,489,504,652
left,487,504,654
left,487,506,652
left,486,508,648
left,484,508,640
left,479,510,632
left,474,510,628
left,467,506,624
left,462,504,624
left,460,506,628
left,461,506,632
left,463,506,632
left,468,508,630
left,471,508,628
left,472,508,624
left,472,508,622
left,473,506,622
left,472,504,622
left,470,502,622
left,470,502,622
left,472,502,620
left,473,500,616
left,471,496,618
left,470,494,620
left,471,492,624
left,476,490,628
left,480,492,628
left,484,494,630
left,489,498,632
left,494,502,634
left,497,504,636
left,501,506,638
left,505,508,640
left,509,510,640
left,511,510,638
left,511,508,634
left,513,502,626
left,519,500,624
left,528,500,620
left,538,502,620
left,545,502,624
left,553,498,624
left,561,496,622
left,567,498,620
left,570,502,628
left,573,506,634
left,576,510,642
left,580,512,648
left,586,514,648
left,592,518,650
left,596,520,648
left,599,522,644
left,598,522,640
left,596,524,638
left,593,524,636
left,589,526,628
left,581,522,620
left,571,516,618
left,565,514,618
left,563,514,618
left,559,514,620
left,554,512,620
left,549,512,626
left,543,510,632
left,538,512,634
left,536,512,638
left,533,512,640
left,530,510,640
left,526,510,644
left,524,506,644
left,522,504,640
left,520,504,634
left,518,500,624
left,514,498,622
left,512,498,624
left,515,500,626
left,523,506,624
left,533,510,622
left,542,512,618
left,549,512,616
left,553,514,616
left,555,518,616
left,556,520,618
left,556,522,620
left,556,524,626
left,551,528,644
