swiperight,383,506,642
swiperight,390,502,622
swiperight,396,506,620
swiperight,397,510,618
swiperight,402,510,614
swiperight,407,512,614
swiperight,409,514,616
swiperight,413,516,618
swiperight,416,518,622
swiperight,418,520,628
swiperight,420,522,632
swiperight,420,522,638
swiperight,418,522,642
swiperight,419,524,644
swiperight,420,524,648
swiperight,420,524,650
swiperight,420,524,650
swiperight,420,522,648
swiperight,420,522,644
swiperight,420,522,640
swiperight,420,522,638
swiperight,424,524,634
swiperight,430,524,628
swiperight,436,526,626
swiperight,442,528,620
swiperight,447,532,616
swiperight,451,532,612
swiperight,455,534,610
swiperight,458,532,610
swiperight,461,536,610
swiperight,465,536,610
swiperight,468,538,612
swiperight,471,536,612
swiperight,472,536,614
swiperight,475,536,616
swiperight,476,536,618
swiperight,477,534,622
swiperight,477,534,624
swiperight,475,532,626
swiperight,473,530,628
swiperight,471,528,626
swiperight,472,528,622
swiperight,473,530,618
swiperight,476,530,618
swiperight,480,530,616
swiperight,485,530,614
swiperight,491,530,610
swiperight,496,532,608
swiperight,500,534,606
swiperight,502,532,604
swiperight,503,532,602
swiperight,504,530,602
swiperight,504,528,602
swiperight,507,526,602
swiperight,510,526,602
swiperight,512,526,602
swiperight,517,528,602
swiperight,524,528,604
swiperight,530,530,604
swiperight,537,530,606
swiperight,543,530,606
swiperight,549,530,608
swiperight,554,532,608
swiperight,562,532,608
swiperight,569,534,602
swiperight,575,534,598
swiperight,579,534,596
swiperight,581,530,596
swiperight,580,526,598
swiperight,579,518,592
swiperight,578,510,576
swiperight,573,518,626
swiperight,570,520,622
swiperight,573,512,612
swiperight,575,504,614
swiperight,575,498,620
swiperight,576,496,624
swiperight,581,496,628
swiperight,587,500,630
swiperight,590,502,630
swiperight,590,502,622
swiperight,589,500,616
swiperight,584,502,616
swiperight,578,498,610
swiperight,578,496,612
swiperight,581,490,610
swiperight,577,486,614
swiperight,568,484,630
swiperight,566,488,644
