swipeleft,592,508,588
swipeleft,602,484,554
swipeleft,593,490,576
swipeleft,596,494,580
swipeleft,625,508,590
swipeleft,641,510,586
swipeleft,648,512,580
swipeleft,651,514,576
swipeleft,667,528,566
swipeleft,676,534,560
swipeleft,679,540,558
swipeleft,680,548,558
swipeleft,646,582,580
swipeleft,622,588,588
swipeleft,604,592,604
swipeleft,580,586,618
swipeleft,535,562,626
swipeleft,527,558,618
swipeleft,525,554,610
swipeleft,519,550,600
swipeleft,498,528,576
swipeleft,472,540,624
swipeleft,463,540,618
swipeleft,463,538,618
swipeleft,421,502,654
swipeleft,402,494,648
swipeleft,399,488,640
swipeleft,396,488,634
swipeleft,400,496,606
swipeleft,408,496,606
swipeleft,415,498,604
swipeleft,421,500,604
swipeleft,427,500,606
swipeleft,434,502,606
swipeleft,439,504,608
swipeleft,443,508,612
swipeleft,449,508,612
swipeleft,455,510,614
swipeleft,452,514,618
swipeleft,449,516,620
swipeleft,454,514,620
swipeleft,455,510,622
swipeleft,454,506,624
swipeleft,452,500,630
swipeleft,448,496,634
swipeleft,441,490,636
swipeleft,431,486,634
swipeleft,422,482,632
swipeleft,413,476,630
swipeleft,407,470,628
swipeleft,404,466,626
swipeleft,405,462,620
swipeleft,409,464,616
swipeleft,417,470,616
swipeleft,426,478,616
swipeleft,436,486,614
swipeleft,446,494,612
swipeleft,457,500,608
swipeleft,468,504,604
swipeleft,476,504,602
swipeleft,483,504,602
swipeleft,488,506,604
swipeleft,491,504,610
swipeleft,491,500,614
swipeleft,488,496,616
swipeleft,485,492,616
swipeleft,481,488,616
swipeleft,474,486,616
swipeleft,468,484,618
swipeleft,467,484,616
swipeleft,467,484,610
swipeleft,470,488,604
swipeleft,476,496,594
swipeleft,486,504,586
swipeleft,496,510,580
swipeleft,508,512,578
swipeleft,518,514,572
swipeleft,532,514,566
swipeleft,545,514,568
swipeleft,555,514,576
swipeleft,562,512,586
swipeleft,570,508,592
swipeleft,573,498,592
swipeleft,571,486,598
swipeleft,569,494,620
