timestamp,time_passed,is_keyboard,event,operator,task_id,repetition
1465419211.55529,0.1741502285,False,1,B,1,5
1465419211.73939,0.1840932369,False,1,B,1,5
1465419211.91534,0.1759550571,False,1,B,1,5
1465419212.09953,0.184189558,False,1,B,1,5
1465419212.28371,0.1841702461,False,1,B,1,5
1465419212.46587,0.1821677685,False,1,B,1,5
1465419212.65777,0.1918940544,False,1,B,1,5
1465419212.83377,0.1759953499,False,1,B,1,5
1465419213.02607,0.1923029423,False,1,B,1,5
1465419213.2186,0.192530632,False,1,B,1,5
1465419213.40997,0.1913642883,False,1,B,1,5
1465419213.60032,0.1903545856,False,1,B,1,5
1465419213.79212,0.1917991638,False,1,B,1,5
1465419213.98454,0.1924142838,False,1,B,1,5
1465419244.96189,1.19209289550781E-05,False,Mouse Moved,P,1,6
1465419245.11994,0.1580414772,False,1,B,1,6
1465419245.29848,0.1785478592,False,1,B,1,6
1465419245.4801,0.1816093922,False,1,B,1,6
1465419245.65627,0.1761741638,False,1,B,1,6
1465419245.82436,0.1680920124,False,1,B,1,6
1465419246.02442,0.2000579834,False,1,B,1,6
1465419246.20834,0.1839199066,False,1,B,1,6
1465419246.38454,0.1761922836,False,1,B,1,6
1465419246.57676,0.1922254562,False,1,B,1,6
1465419246.7668,0.1900305748,False,1,B,1,6
1465419246.95891,0.1921184063,False,1,B,1,6
1465419247.15147,0.1925532818,False,1,B,1,6
1465419247.33501,0.1835408211,False,1,B,1,6
1465419247.51899,0.1839761734,False,1,B,1,6
1465419247.70936,0.1903693676,False,1,B,1,6
