key_pressed,16777248,1464639004.5910814,0,0.0
key_pressed,69,1464639005.2724097,0,0.0
key_pressed,73,1464639005.4470336,0,14.019036074508751
key_pressed,78,1464639005.5432901,0,25.203843998671996
key_pressed,0,1464639005.9825685,0,25.871162437103987
word finished,Ein,1464639005.2727606,0.7106962203979492,34.472857879629075
key_pressed,16777248,1464639008.1682334,0,13.41839762571721
key_pressed,83,1464639008.2722018,0,13.03941372487427
key_pressed,77,1464639008.2968898,0,16.190682617103246
key_pressed,16777219,1464639008.4806035,0,18.511150307298447
key_pressed,16777219,1464639008.4824345,0,15.41870381624472
key_pressed,0,1464639008.4836247,0,12.33119228900644
key_pressed,0,1464639009.1124747,0,37.156468526767
word finished,Smartphone,1464639008.4838018,0.6297891139984131,39.8006673661978
key_pressed,73,1464639009.4327617,0,37.17696908624124
key_pressed,83,1464639009.5529735,0,38.694707943514345
key_pressed,84,1464639009.6817367,0,40.07322151952535
key_pressed,0,1464639009.8964677,0,40.71315770634881
word finished,ist,1464639009.432913,0.46446728706359863,42.967608272899966
key_pressed,69,1464639010.0410352,0,41.8350340522186
key_pressed,73,1464639010.2176852,0,42.65430046017339
key_pressed,78,1464639010.2196398,0,44.77148571674009
key_pressed,0,1464639010.8890746,0,41.917955914108674
word finished,ein,1464639010.0414042,0.8481504917144775,43.819978271477524
key_pressed,16777248,1464639011.0897672,0,42.46995051944457
key_pressed,77,1464639011.6820376,0,38.9226743186746
key_pressed,79,1464639011.7315128,0,40.3335452807454
key_pressed,16777219,1464639011.8179913,0,41.51136607164536
key_pressed,16777219,1464639011.8197525,0,39.84121136114141
key_pressed,0,1464639011.8208666,0,38.175282120439384
key_pressed,0,1464639012.2100556,0,55.125334486904784
word finished,Mobiltelefon,1464639011.821041,0.39017200469970703,56.69173111212783
key_pressed,16777219,1464639012.8498962,0,52.307585948037605
key_pressed,44,1464639013.0020986,0,49.93436307390358
key_pressed,0,1464639013.250121,0,49.88992399874632
key_pressed,68,1464639013.3226821,0,50.849624261756965
key_pressed,65,1464639013.411112,0,51.70034525327499
key_pressed,83,1464639013.4752605,0,52.67775303477492
key_pressed,0,1464639013.7068844,0,52.65565674992318
word finished,das,1464639013.3234012,0.38466310501098633,53.96505881233372
key_pressed,69,1464639013.8835604,0,52.945891421180136
key_pressed,82,1464639013.9874995,0,53.63731032714679
key_pressed,72,1464639014.3236547,0,53.01768546463359
key_pressed,69,1464639014.6193283,0,52.65113762717738
key_pressed,66,1464639014.7168198,0,53.329306070667585
key_pressed,76,1464639014.8361773,0,53.87929755116211
key_pressed,73,1464639014.987368,0,54.250013347005066
key_pressed,67,1464639015.0682964,0,54.97630259970159
key_pressed,72,1464639015.148091,0,55.69744681852442
key_pressed,0,1464639015.4517589,0,55.24503416309982
word finished,erheblich,1464639013.884058,1.5690674781799316,56.34284763301741
key_pressed,16777248,1464639015.932334,0,53.96216421381463
key_pressed,85,1464639017.3407185,0,48.00126651290912
key_pressed,70,1464639017.421025,0,48.63595089549484
key_pressed,77,1464639017.46124,0,49.416537637822756
key_pressed,16777219,1464639017.660879,0,49.57985579258042
key_pressed,16777219,1464639017.6624591,0,48.655836340483866
key_pressed,16777219,1464639017.6637814,0,47.73297314766214
key_pressed,0,1464639017.6649313,0,46.81091210387082
key_pressed,0,1464639018.1491287,0,54.87504891704081
word finished,umfangreich,1464639017.6651015,0.48530030250549316,55.754890831222305
key_pressed,16777219,1464639019.1575763,0,51.899828503868854
key_pressed,69,1464639019.3012698,0,50.577111775604884
key_pressed,82,1464639019.3811655,0,51.115148295233375
key_pressed,69,1464639019.4702668,0,51.6156328369932
key_pressed,0,1464639019.6778193,0,51.70094432895583
word finished,ere,1464639019.3014948,0.3776717185974121,52.4916541163905
key_pressed,16777248,1464639021.7991474,0,46.024857330980694
key_pressed,16777248,1464639021.9588106,0,45.601753307476734
key_pressed,70,1464639022.119149,0,45.18460464629452
key_pressed,75,1464639022.255517,0,45.51511244561792
key_pressed,16777219,1464639022.3911302,0,45.842503333091074
key_pressed,16777219,1464639022.3928597,0,45.163962472593184
key_pressed,0,1464639022.3942542,0,44.48639160308785
key_pressed,16777219,1464639022.7361526,0,48.938840015786916
key_pressed,16777219,1464639022.738079,0,48.27238191216772
key_pressed,16777219,1464639022.7393572,0,47.607765717177855
key_pressed,16777219,1464639022.7407773,0,46.942873068075286
key_pressed,16777219,1464639022.742319,0,46.277772633928166
key_pressed,16777219,1464639022.7440524,0,45.61230418197537
key_pressed,16777219,1464639022.7456913,0,44.94719896140653
key_pressed,16777219,1464639022.7470412,0,44.28292031813281
key_pressed,0,1464639022.7484078,0,43.61869856773562
key_pressed,16777219,1464639023.0083616,0,49.518642457833195
key_pressed,16777219,1464639023.0099463,0,48.86287936079881
key_pressed,16777219,1464639023.011145,0,48.208239230495145
key_pressed,16777219,1464639023.0123808,0,47.55358760604416
key_pressed,16777219,1464639023.013763,0,46.89864867837927
key_pressed,16777219,1464639023.0149233,0,46.24436698027144
key_pressed,16777219,1464639023.0161433,0,45.590017817192795
key_pressed,16777219,1464639023.0172687,0,44.93598790691058
key_pressed,16777219,1464639023.0183682,0,44.28209973841031
key_pressed,16777219,1464639023.0195491,0,43.628094853284765
key_pressed,0,1464639023.0207973,0,42.974019834506706
key_pressed,16777219,1464639023.408462,0,51.01659359709753
key_pressed,16777219,1464639023.4104202,0,50.373644954147025
key_pressed,16777219,1464639023.4120474,0,49.73170700223459
key_pressed,16777219,1464639023.413237,0,49.09102037073647
key_pressed,16777219,1464639023.414576,0,48.449881995719494
key_pressed,16777219,1464639023.415925,0,47.809099661816866
key_pressed,16777219,1464639023.4170783,0,47.16875599085211
key_pressed,16777219,1464639023.4182167,0,46.528528460076934
key_pressed,16777219,1464639023.419334,0,45.88842769446679
key_pressed,16777219,1464639023.4209695,0,45.247153936377174
key_pressed,16777219,1464639023.4221718,0,44.60702461352015
key_pressed,16777219,1464639023.4233,0,43.96714727545468
key_pressed,16777219,1464639023.4247444,0,43.326618208432784
key_pressed,16777219,1464639023.4260435,0,42.68651971488939
key_pressed,0,1464639023.4271836,0,42.04686177131311
key_pressed,0,1464639024.1520255,0,50.30425181368908
word finished,Funktionalitäten,1464639023.428535,0.724423885345459,50.91528686616085
key_pressed,69,1464639024.5684445,0,49.856364870968676
key_pressed,16777219,1464639025.1287293,0,49.08053263680293
key_pressed,65,1464639025.2328846,0,48.25153591363914
key_pressed,76,1464639025.329821,0,48.60462778685108
key_pressed,83,1464639025.4651864,0,48.86430746002496
key_pressed,0,1464639025.640659,0,49.02704961147801
word finished,als,1464639025.2334132,0.4083130359649658,49.59461613897504
key_pressed,69,1464639025.745191,0,49.3520506379138
key_pressed,73,1464639025.896912,0,49.56384213059444
key_pressed,78,1464639025.898105,0,50.124264207185576
key_pressed,0,1464639026.1530335,0,50.08816719313341
word finished,ein,1464639025.7456882,0.4085218906402588,50.64193671127799
key_pressed,72,1464639026.489567,0,49.866401596872834
key_pressed,69,1464639026.632787,0,50.08681656315436
key_pressed,82,1464639026.70518,0,50.46548953255608
key_pressed,75,1464639027.1128683,0,50.08478860205089
key_pressed,214,1464639028.121281,0,48.448333279817156
key_pressed,77,1464639028.2904053,0,48.608927360619894
key_pressed,77,1464639028.4101171,0,48.868427527770606
key_pressed,76,1464639028.570179,0,49.042663674135454
key_pressed,73,1464639028.738893,0,49.196949189401536
key_pressed,67,1464639028.8589027,0,49.44814270535911
key_pressed,72,1464639028.938251,0,49.77986578845266
key_pressed,69,1464639029.0582397,0,50.02619492015799
key_pressed,83,1464639029.154735,0,50.318197896849554
key_pressed,0,1464639029.362173,0,50.38125900706648
word finished,herkömmliches,1464639026.4900122,2.8730976581573486,50.8637707211961
key_pressed,16777248,1464639029.8351867,0,49.91258997565044
key_pressed,77,1464639030.0265532,0,49.5370738079029
key_pressed,79,1464639030.0836275,0,49.89688420902835
key_pressed,16777219,1464639030.1554031,0,50.226196926044494
key_pressed,16777219,1464639030.1576495,0,49.75242417603026
key_pressed,0,1464639030.1593702,0,49.27974417016491
key_pressed,0,1464639030.4191735,0,54.359359187205015
word finished,Mobiltelefon,1464639030.1595573,0.2611372470855713,54.82073949278718
key_pressed,90,1464639031.692162,0,52.24878706206101
key_pressed,85,1464639031.772466,0,52.53590306561864
key_pressed,82,1464639034.0210085,0,48.92974158641529
key_pressed,0,1464639034.3650336,0,48.767415416897414
word finished,zur,1464639031.692316,2.6737301349639893,49.16877857805745
key_pressed,16777248,1464639034.4459605,0,49.0371668784623
key_pressed,86,1464639035.3976984,0,47.522217104379465
key_pressed,69,1464639035.6858742,0,47.467713237382824
key_pressed,82,1464639035.7903438,0,47.69339333039104
key_pressed,70,1464639036.6702967,0,46.75920994539342
key_pressed,220,1464639036.7988696,0,46.94512851588925
key_pressed,71,1464639037.2381299,0,46.681061448810695
key_pressed,85,1464639037.3029299,0,46.955428343579385
key_pressed,78,1464639037.390674,0,47.19567365822543
key_pressed,71,1464639037.5102968,0,47.3887048115252
key_pressed,0,1464639038.5992029,0,46.22421668133255
