pid,chords,event_type,value,start_time,time_passed,wpm
4,FALSE,key_pressed,16777248,1464638610.60071,0,0
4,FALSE,key_pressed,69,1464638611.4126,0,0
4,FALSE,key_pressed,73,1464638611.56175,0,12.4862961619
4,FALSE,key_pressed,78,1464638611.72914,0,21.2683553461
4,FALSE,key_pressed,0,1464638611.89148,0,27.8901218008
4,FALSE,word finished,Ein,1464638611.41312,0.4795804024,37.1515777924
4,FALSE,key_pressed,16777248,1464638611.90703,0,36.7440011432
4,FALSE,key_pressed,83,1464638611.9786,0,34.8354234134
4,FALSE,key_pressed,77,1464638612.13054,0,39.2196534134
4,FALSE,key_pressed,65,1464638612.66632,0,34.8563234258
4,FALSE,key_pressed,82,1464638612.82565,0,37.753660156
4,FALSE,key_pressed,84,1464638612.98707,0,40.2284289307
4,FALSE,key_pressed,80,1464638613.08305,0,43.5071293573
4,FALSE,key_pressed,72,1464638613.18901,0,46.3622383321
4,FALSE,key_pressed,79,1464638613.29105,0,49.0641558212
4,FALSE,key_pressed,78,1464638613.4753,0,50.0939272681
4,FALSE,key_pressed,69,1464638613.56434,0,52.6379938477
4,FALSE,key_pressed,16777219,1464638613.61106,0,55.8071506402
4,FALSE,key_pressed,0,1464638613.61274,0,51.7921630952
4,FALSE,word finished,Smartphon,1464638611.97883,1.6346180439,59.7460431166
4,FALSE,key_pressed,73,1464638613.68336,0,58.3909679219
4,FALSE,key_pressed,83,1464638613.75458,0,60.8773287303
4,FALSE,key_pressed,84,1464638613.82646,0,63.2408829561
4,FALSE,key_pressed,0,1464638613.96287,0,64.2442509221
4,FALSE,word finished,ist,1464638613.68372,0.2797570229,67.8011782628
4,FALSE,key_pressed,69,1464638613.99561,0,67.1592876645
4,FALSE,key_pressed,73,1464638614.06712,0,69.2356969105
4,FALSE,key_pressed,78,1464638614.19561,0,70.0965758898
4,FALSE,key_pressed,16777248,1464638614.33228,0,70.7474164934
4,FALSE,key_pressed,0,1464638614.34723,0,70.4652162013
4,FALSE,word finished,ein,1464638613.99584,0.3525426388,73.6454506168
4,FALSE,key_pressed,77,1464638614.41981,0,72.2680485663
4,FALSE,key_pressed,79,1464638614.54707,0,72.9785092843
4,FALSE,key_pressed,66,1464638614.6524,0,74.0429224816
4,FALSE,key_pressed,73,1464638614.73127,0,75.5344446581
4,FALSE,key_pressed,76,1464638614.90834,0,75.2151061343
4,FALSE,key_pressed,84,1464638615.8911,0,63.5112596255
4,FALSE,key_pressed,69,1464638616.01912,0,64.2253608584
4,FALSE,key_pressed,76,1464638616.14011,0,64.9887965893
4,FALSE,key_pressed,69,1464638616.24481,0,65.9093172607
4,FALSE,key_pressed,70,1464638616.39698,0,66.2493558981
4,FALSE,key_pressed,79,1464638616.44516,0,67.7564154848
4,FALSE,key_pressed,78,1464638616.58011,0,68.2341685281
4,FALSE,key_pressed,44,1464638616.76379,0,68.1475784775
4,FALSE,word finished,Mobiltelefon,1464638614.42004,2.3442316055,70.0892212281
4,FALSE,key_pressed,0,1464638617.04445,0,67.0416708646
4,FALSE,key_pressed,68,1464638617.07695,0,68.5581562469
4,FALSE,key_pressed,65,1464638617.18917,0,69.2117250566
4,FALSE,key_pressed,83,1464638617.26106,0,70.266438351
4,FALSE,key_pressed,0,1464638617.43691,0,70.2142923606
4,FALSE,word finished,das,1464638617.07724,0.3607707024,71.9581180663
4,FALSE,key_pressed,69,1464638617.4693,0,71.6303237801
4,FALSE,key_pressed,82,1464638617.56551,0,72.3637668307
4,FALSE,key_pressed,72,1464638617.70012,0,72.6819588449
4,FALSE,key_pressed,69,1464638617.88548,0,72.479835018
4,FALSE,key_pressed,66,1464638618.0376,0,72.6108541185
4,FALSE,key_pressed,76,1464638618.13279,0,73.2864067691
4,FALSE,key_pressed,73,1464638618.26201,0,73.6165915798
4,FALSE,key_pressed,67,1464638618.35027,0,74.3267124659
4,FALSE,key_pressed,72,1464638618.44518,0,74.9571624164
4,FALSE,key_pressed,0,1464638618.61331,0,74.8819298071
4,FALSE,word finished,erheblich,1464638617.46952,1.1455104351,76.3631675408
4,FALSE,key_pressed,85,1464638618.82875,0,74.3797456852
4,FALSE,key_pressed,77,1464638619.04594,0,73.8877631387
4,FALSE,key_pressed,70,1464638619.1501,0,74.3911160926
4,FALSE,key_pressed,65,1464638619.23836,0,75.02031156
4,FALSE,key_pressed,78,1464638619.3352,0,75.5623759594
4,FALSE,key_pressed,71,1464638619.42245,0,76.1753626737
4,FALSE,key_pressed,82,1464638619.56683,0,76.287065208
4,FALSE,key_pressed,69,1464638619.65434,0,76.8751239245
4,FALSE,key_pressed,73,1464638619.74189,0,77.451608238
4,FALSE,key_pressed,67,1464638619.83933,0,77.9335882948
4,FALSE,key_pressed,72,1464638619.92731,0,78.4851079938
4,FALSE,key_pressed,69,1464638620.02381,0,78.9548228266
4,FALSE,key_pressed,82,1464638620.18282,0,78.8968851855
4,FALSE,key_pressed,69,1464638620.22296,0,79.8148927584
4,FALSE,key_pressed,0,1464638620.43024,0,79.3526469995
4,FALSE,word finished,umfangreichere,1464638618.8289,1.6025495529,80.563502803
4,FALSE,key_pressed,16777248,1464638620.57564,0,79.3989315873
4,FALSE,key_pressed,70,1464638620.63107,0,78.9601828876
4,FALSE,key_pressed,85,1464638620.74202,0,79.2796596219
4,FALSE,key_pressed,78,1464638620.91768,0,79.0928972793
4,FALSE,key_pressed,75,1464638620.95814,0,79.9424936181
4,FALSE,key_pressed,84,1464638621.0806,0,80.1534247069
4,FALSE,key_pressed,73,1464638621.16612,0,80.6404604752
4,FALSE,key_pressed,79,1464638621.27096,0,80.9726828703
4,FALSE,key_pressed,78,1464638621.42356,0,80.9397279167
4,FALSE,key_pressed,65,1464638622.17467,0,76.7239099209
