pid,chords,event_type,value,start_time,time_passed,wpm
3,FALSE,key_pressed,16777248,1464638456.30917,0,0
3,FALSE,key_pressed,69,1464638456.43777,0,0
3,FALSE,key_pressed,73,1464638456.58766,0,43.0862990398
3,FALSE,key_pressed,78,1464638456.66901,0,66.6923480556
3,FALSE,key_pressed,16777248,1464638456.87727,0,63.3663887545
3,FALSE,key_pressed,0,1464638456.89262,0,61.6988862774
3,FALSE,word finished,Ein,1464638456.43815,0.4554908276,82.1224323303
3,FALSE,key_pressed,83,1464638456.95709,0,74.079933944
3,FALSE,key_pressed,77,1464638457.08567,0,77.2601705163
3,FALSE,key_pressed,65,1464638457.19709,0,81.0858042733
3,FALSE,key_pressed,82,1464638457.34131,0,81.3823331441
3,FALSE,key_pressed,84,1464638458.30065,0,48.2049192692
3,FALSE,key_pressed,80,1464638458.43636,0,50.7707757216
3,FALSE,key_pressed,72,1464638458.64461,0,51.3817260591
3,FALSE,key_pressed,79,1464638458.78185,0,53.3828773878
3,FALSE,key_pressed,78,1464638458.8772,0,56.0736870055
3,FALSE,key_pressed,69,1464638458.98305,0,58.3416359858
3,FALSE,key_pressed,0,1464638459.1896,0,58.3240799662
3,FALSE,word finished,Smartphone,1464638456.95732,2.2333011627,62.4679764365
3,FALSE,key_pressed,73,1464638459.2944,0,60.2963324546
3,FALSE,key_pressed,83,1464638459.45545,0,61.0240538808
3,FALSE,key_pressed,84,1464638459.45749,0,64.7959582931
3,FALSE,key_pressed,0,1464638459.61339,0,65.3705591448
3,FALSE,word finished,ist,1464638459.29475,0.3192241192,68.9900906328
3,FALSE,key_pressed,69,1464638459.64663,0,68.3148292767
3,FALSE,key_pressed,73,1464638459.71836,0,70.3974380815
3,FALSE,key_pressed,78,1464638459.7823,0,72.5565627549
3,FALSE,key_pressed,16777248,1464638459.96763,0,72.1609811163
3,FALSE,key_pressed,0,1464638459.99795,0,71.5678026917
3,FALSE,word finished,ein,1464638459.64687,0.3521504402,74.7993275977
3,FALSE,key_pressed,77,1464638460.05454,0,73.6904507855
3,FALSE,key_pressed,79,1464638460.23098,0,73.4349102651
3,FALSE,key_pressed,66,1464638460.39974,0,73.3389426389
3,FALSE,key_pressed,73,1464638460.528,0,73.9537792994
3,FALSE,key_pressed,76,1464638460.6482,0,74.6707219153
3,FALSE,key_pressed,84,1464638460.93519,0,72.632297761
3,FALSE,key_pressed,69,1464638461.05532,0,73.322149213
3,FALSE,key_pressed,76,1464638461.167,0,74.1068386461
3,FALSE,key_pressed,69,1464638461.26377,0,75.0813975366
3,FALSE,key_pressed,70,1464638462.26211,0,64.5057660634
3,FALSE,key_pressed,79,1464638462.30265,0,66.0715802337
3,FALSE,key_pressed,78,1464638462.35922,0,67.4371852421
3,FALSE,key_pressed,44,1464638462.53567,0,67.4533127355
3,FALSE,word finished,Mobiltelefon,1464638460.05477,2.4820075035,69.3682495485
3,FALSE,key_pressed,0,1464638462.79877,0,66.5678033598
3,FALSE,key_pressed,68,1464638462.94412,0,66.9181051996
3,FALSE,key_pressed,65,1464638463.01656,0,67.9844150048
3,FALSE,key_pressed,83,1464638463.07249,0,69.1965365181
3,FALSE,key_pressed,0,1464638463.3036,0,68.6257983854
3,FALSE,word finished,das,1464638462.94447,0.360243082,70.3302430046
3,FALSE,key_pressed,69,1464638463.33685,0,70.0086543365
3,FALSE,key_pressed,82,1464638463.528,0,69.817229481
3,FALSE,key_pressed,72,1464638463.79984,0,68.8855055598
3,FALSE,key_pressed,69,1464638463.92904,0,69.2922740543
3,FALSE,key_pressed,66,1464638464.0491,0,69.7678372069
3,FALSE,key_pressed,76,1464638464.25722,0,69.4507909721
3,FALSE,key_pressed,73,1464638464.4492,0,69.2870056915
3,FALSE,key_pressed,67,1464638464.57657,0,69.6710537733
3,FALSE,key_pressed,72,1464638464.66581,0,70.3629744649
3,FALSE,key_pressed,0,1464638464.96052,0,69.3531313298
3,FALSE,word finished,erheblich,1464638463.33707,1.624730587,70.7297014046
3,FALSE,key_pressed,85,1464638465.4641,0,66.8490562352
3,FALSE,key_pressed,77,1464638465.64076,0,66.8694251637
3,FALSE,key_pressed,70,1464638466.1211,0,64.8189121206
3,FALSE,key_pressed,82,1464638466.20028,0,65.5132412889
3,FALSE,key_pressed,65,1464638466.28979,0,66.1280148099
3,FALSE,key_pressed,78,1464638466.44941,0,66.2704995779
3,FALSE,key_pressed,71,1464638466.62516,0,66.3046789767
3,FALSE,key_pressed,82,1464638466.81007,0,66.2798493573
3,FALSE,key_pressed,69,1464638466.88193,0,66.9644145695
3,FALSE,key_pressed,73,1464638466.96253,0,67.584177513
3,FALSE,key_pressed,67,1464638467.06604,0,68.0493732724
3,FALSE,key_pressed,72,1464638467.15406,0,68.6035524654
3,FALSE,key_pressed,69,1464638467.25833,0,69.0462130608
3,FALSE,key_pressed,82,1464638467.36286,0,69.4788992621
3,FALSE,key_pressed,69,1464638467.48965,0,69.7642799646
3,FALSE,key_pressed,0,1464638467.74588,0,69.2505426562
3,FALSE,word finished,umfrangreichere,1464638465.46461,2.2827036381,70.2909455984
3,FALSE,key_pressed,16777248,1464638467.97933,0,68.8935116891
3,FALSE,key_pressed,70,1464638468.24224,0,67.3756676214
3,FALSE,key_pressed,85,1464638468.37088,0,67.6519713732
3,FALSE,key_pressed,78,1464638468.48263,0,68.0166836626
3,FALSE,key_pressed,75,1464638468.91497,0,66.6358837663
3,FALSE,key_pressed,84,1464638469.19423,0,66.1229552159
3,FALSE,key_pressed,73,1464638469.26776,0,66.6737768609
3,FALSE,key_pressed,79,1464638469.467,0,66.5762250158
3,FALSE,key_pressed,78,1464638469.46805,0,67.4828466406
3,FALSE,key_pressed,65,1464638469.77166,0,66.852273683
3,FALSE,key_pressed,76,1464638470.12335,0,66.0190060332
3,FALSE,key_pressed,73,1464638470.92289,0,63.2281480062
3,FALSE,key_pressed,84,1464638471.28363,0,62.5063136357
3,FALSE,key_pressed,196,1464638471.38804,0,62.869308025
3,FALSE,key_pressed,84,1464638471.52428,0,63.0950522698
3,FALSE,key_pressed,69,1464638471.57199,0,63.684053037
3,FALSE,key_pressed,78,1464638471.69283,0,63.9638776625
3,FALSE,key_pressed,0,1464638471.97214,0,63.5893502655
3,FALSE,word finished,Funktionalitäten,1464638468.24318,3.7302291393,64.3503063051
3,FALSE,key_pressed,65,1464638472.1807,0,63.509855263
3,FALSE,key_pressed,76,1464638472.22932,0,64.0696337387
3,FALSE,key_pressed,69,1464638472.3566,0,64.3092758322
3,FALSE,key_pressed,0,1464638472.56526,0,64.2219914872
3,FALSE,word finished,ale,1464638472.18111,0.385263443,64.9557339666
3,FALSE,key_pressed,82,1464638473.46897,0,61.5391033473
3,FALSE,key_pressed,73,1464638473.55666,0,61.9219904981
3,FALSE,key_pressed,78,1464638473.63666,0,62.3286241862
3,FALSE,key_pressed,0,1464638473.87703,0,62.1588745821
3,FALSE,word finished,rin,1464638473.46911,0.4092679024,62.8371021726
3,FALSE,key_pressed,71,1464638474.07061,0,62.1570213029
3,FALSE,key_pressed,72,1464638474.07267,0,62.825392697
3,FALSE,key_pressed,16777219,1464638474.66114,0,61.464725638
3,FALSE,key_pressed,16777219,1464638474.81387,0,60.3089149508
3,FALSE,key_pressed,72,1464638475.26171,0,58.2507061332
3,FALSE,key_pressed,69,1464638475.47779,0,58.2200735754
3,FALSE,key_pressed,82,1464638475.53466,0,58.672044536
3,FALSE,key_pressed,77,1464638475.80627,0,58.4701722007
3,FALSE,key_pressed,16777219,1464638476.73477,0,56.3997460246
3,FALSE,key_pressed,74,1464638476.93581,0,55.2682672238
3,FALSE,key_pressed,75,1464638476.938,0,55.8441102919
3,FALSE,key_pressed,16777219,1464638477.39788,0,55.1953638864
3,FALSE,key_pressed,16777219,1464638477.50981,0,54.3379304027
3,FALSE,key_pressed,75,1464638477.69487,0,53.3065941922
3,FALSE,key_pressed,214,1464638478.51019,0,51.8894498204
3,FALSE,key_pressed,77,1464638478.71074,0,51.9605833619
3,FALSE,key_pressed,77,1464638478.83913,0,52.1971109614
3,FALSE,key_pressed,76,1464638478.94314,0,52.4874280816
3,FALSE,key_pressed,73,1464638479.04029,0,52.7910040278
3,FALSE,key_pressed,67,1464638479.14445,0,53.0757200039
3,FALSE,key_pressed,72,1464638479.34557,0,53.1332436041
3,FALSE,key_pressed,69,1464638479.3482,0,53.6480384837
3,FALSE,key_pressed,83,1464638479.41532,0,54.0115404624
3,FALSE,key_pressed,0,1464638479.71193,0,53.8397436576
3,FALSE,word finished,herkömmliches,1464638475.26295,4.4503445625,54.3493398891
3,FALSE,key_pressed,16777248,1464638479.96875,0,53.762531325
3,FALSE,key_pressed,77,1464638480.03987,0,53.6014023127
3,FALSE,key_pressed,79,1464638480.39268,0,53.3144341344
3,FALSE,key_pressed,66,1464638480.58386,0,53.3888843567
3,FALSE,key_pressed,73,1464638480.74553,0,53.5267380571
3,FALSE,key_pressed,76,1464638480.81687,0,53.8605695005
3,FALSE,key_pressed,84,1464638481.76125,0,52.3335951912
3,FALSE,key_pressed,69,1464638481.88218,0,52.5553551722
3,FALSE,key_pressed,76,1464638482.04144,0,52.6964321017
3,FALSE,key_pressed,69,1464638482.11362,0,53.0140579548
3,FALSE,key_pressed,70,1464638482.28071,0,53.1346729533
3,FALSE,key_pressed,79,1464638482.41647,0,53.3183819639
3,FALSE,key_pressed,78,1464638482.49635,0,53.6139713966
3,FALSE,key_pressed,0,1464638482.82574,0,53.400511112
3,FALSE,word finished,Mobiltelefon,1464638480.04003,2.7869668007,53.8505221345
3,FALSE,key_pressed,90,1464638483.27371,0,52.958401632
3,FALSE,key_pressed,85,1464638483.37839,0,53.1968948179
3,FALSE,key_pressed,82,1464638483.48947,0,53.4209984693
3,FALSE,key_pressed,0,1464638483.67312,0,53.5010091937
3,FALSE,word finished,zur,1464638483.27463,0.3991189003,53.9382999593
3,FALSE,key_pressed,16777248,1464638483.96275,0,53.3746003593
3,FALSE,key_pressed,86,1464638484.39514,0,52.5528840887
3,FALSE,key_pressed,69,1464638484.56334,0,52.6647414927
3,FALSE,key_pressed,82,1464638484.63404,0,52.9569480275
3,FALSE,key_pressed,70,1464638485.18698,0,52.358495215
3,FALSE,key_pressed,220,1464638485.38735,0,52.4103781304
3,FALSE,key_pressed,71,1464638485.85841,0,51.9809872635
3,FALSE,key_pressed,85,1464638485.9395,0,52.2437132306
3,FALSE,key_pressed,78,1464638486.02743,0,52.4929343361
3,FALSE,key_pressed,71,1464638486.21869,0,52.5584793549
3,FALSE,key_pressed,0,1464638486.55462,0,52.3714691115
3,FALSE,word finished,Verfügung,1464638484.39529,2.1600358486,52.7669985218
3,FALSE,key_pressed,83,1464638486.77995,0,52.3780112151
3,FALSE,key_pressed,84,1464638486.86016,0,52.6332813619
3,FALSE,key_pressed,69,1464638486.97228,0,52.8321683055
3,FALSE,key_pressed,75,1464638487.05131,0,53.0867014252
3,FALSE,key_pressed,75,1464638487.19725,0,53.2243777809
3,FALSE,key_pressed,84,1464638487.25318,0,53.5159708068
3,FALSE,key_pressed,44,1464638487.79669,0,52.9733332337
3,FALSE,word finished,stekkt,1464638486.78096,1.0167486668,53.3527040925
3,FALSE,key_pressed,43,1464638488.23556,0,52.6210064481
3,FALSE,key_pressed,16777220,1464638488.23671,0,52.9949786827
3,FALSE,sentence_finished,"Ein Smartphone ist ein Mobiltelefon, das erheblich umfrangreichere Funktionalitäten ale rin herkömmliches Mobiltelefon zur Verfügung stekkt,+",1464638456.43815,31.7990660667,53.3699715397
3,FALSE,key_pressed,16777248,1464638489.46919,0,51.3871387442
3,FALSE,key_pressed,69,1464638489.58878,0,51.2024905848
3,FALSE,key_pressed,82,1464638489.81344,0,51.2173208343
3,FALSE,key_pressed,83,1464638490.04542,0,51.2208352982
3,FALSE,key_pressed,84,1464638490.20564,0,51.3327408828
3,FALSE,key_pressed,69,1464638490.29228,0,51.5549878315
3,FALSE,key_pressed,0,1464638490.5403,0,51.5320054384
3,FALSE,word finished,Erste,1464638489.58893,0.9517295361,51.8820274073
3,FALSE,key_pressed,16777248,1464638490.90961,0,51.3287873817
3,FALSE,key_pressed,83,1464638491.15774,0,50.9633211483
3,FALSE,key_pressed,77,1464638491.36606,0,51.0027753793
3,FALSE,key_pressed,65,1464638492.07812,0,50.3229424664
3,FALSE,key_pressed,82,1464638492.35821,0,50.2648307275
3,FALSE,key_pressed,84,1464638492.57261,0,50.2985545293
3,FALSE,key_pressed,80,1464638492.74275,0,50.3930422056
3,FALSE,key_pressed,72,1464638492.99937,0,50.3676399305
3,FALSE,key_pressed,79,1464638493.13414,0,50.5091815818
3,FALSE,key_pressed,78,1464638493.22994,0,50.7031342638
3,FALSE,key_pressed,69,1464638493.35822,0,50.8514754261
3,FALSE,key_pressed,0,1464638493.58208,0,50.8680187407
3,FALSE,word finished,Smartphone,1464638491.15877,2.4239039421,51.1891545515
3,FALSE,key_pressed,86,1464638493.81566,0,50.8711667987
3,FALSE,key_pressed,69,1464638493.95985,0,50.9950644665
3,FALSE,key_pressed,82,1464638494.04995,0,51.1912715452
3,FALSE,key_pressed,69,1464638494.30293,0,51.1662629214
3,FALSE,key_pressed,73,1464638494.55191,0,51.1469252822
3,FALSE,key_pressed,78,1464638494.67316,0,51.2980695356
3,FALSE,key_pressed,73,1464638494.92,0,51.2809209376
3,FALSE,key_pressed,71,1464638495.22417,0,51.1884598682
3,FALSE,key_pressed,84,1464638495.35942,0,51.3184664637
3,FALSE,key_pressed,69,1464638495.4555,0,51.4990546263
3,FALSE,key_pressed,78,1464638495.55168,0,51.6786297739
3,FALSE,key_pressed,0,1464638495.73595,0,51.7414512797
3,FALSE,word finished,vereinigten,1464638493.81613,1.9209208488,52.0443600175
3,FALSE,key_pressed,68,1464638495.80842,0,51.9503181392
3,FALSE,key_pressed,73,1464638495.86432,0,52.1802709188
3,FALSE,key_pressed,69,1464638495.97664,0,52.3350403005
3,FALSE,key_pressed,16777248,1464638496.14612,0,52.4136137328
3,FALSE,key_pressed,0,1464638496.14676,0,52.4127849824
3,FALSE,word finished,die,1464638495.80865,0.3390111923,52.7128046684
